,Sequence_ids,Sequence_times,SessionTime_Reference
950,"[21, 16, 63, 37, 72]","[0.3020000000001346, 0.24299999999993815, 0.25050000000010186, 0.21279999999978827, 1.6137999999996282]","[2578.9942, 2579.2962, 2579.5392, 2579.7897000000003, 2580.0025]"
951,"[21, 13, 32]","[0.3302000000003318, 0.5212999999998829, 0.4562999999998283]","[2581.6162999999997, 2581.9465, 2582.4678]"
952,"[21, 16, 63, 37, 72]","[0.29730000000017753, 0.2462999999997919, 0.3014000000002852, 0.2962999999999738, 1.744300000000294]","[2582.9240999999997, 2583.2214, 2583.4676999999997, 2583.7691, 2584.0654]"
953,"[21, 16, 63, 37, 72]","[0.28139999999984866, 0.26610000000027867, 0.22949999999991633, 0.27559999999994034, 0.6945999999998094]","[2585.8097000000002, 2586.0911, 2586.3572000000004, 2586.5867000000003, 2586.8623000000002]"
954,"[21, 16, 63, 37, 72]","[0.2773000000001957, 0.2201999999997497, 0.19849999999996726, 0.23050000000012005, 1.0870999999997366]","[2587.5569, 2587.8342000000002, 2588.0544, 2588.2529, 2588.4834]"
955,"[21, 16, 66, 63, 37, 72]","[0.25820000000021537, 0.23900000000003274, 0.22709999999960928, 0.27620000000024447, 0.2118000000000393, 1.2164000000002488]","[2589.5705, 2589.8287, 2590.0677, 2590.2947999999997, 2590.571, 2590.7828]"
956,"[21, 13, 37, 72]","[0.4621999999999389, 0.5163000000002285, 0.2763999999997395, 0.2798000000002503]","[2591.9992, 2592.4614, 2592.9777000000004, 2593.2541]"
957,"[26, 66, 63, 33, 37, 72]","[0.5558999999998377, 0.07490000000007058, 0.20319999999992433, 0.09590000000025611, 0.24879999999984648, 1.1458999999999833]","[2593.5339000000004, 2594.0898, 2594.1647000000003, 2594.3679, 2594.4638000000004, 2594.7126000000003]"
958,"[21, 16, 63, 37, 72]","[0.29160000000001673, 0.26279999999997017, 0.1993999999999687, 0.22179999999980282, 0.7702999999996791]","[2595.8585000000003, 2596.1501000000003, 2596.4129000000003, 2596.6123000000002, 2596.8341]"
959,"[21, 16, 63, 37, 77, 72]","[0.27480000000014115, 0.22710000000006403, 0.21520000000009532, 0.21189999999978681, 1.1025000000004184, 0.3156999999996515]","[2597.6043999999997, 2597.8792, 2598.1063, 2598.3215, 2598.5334, 2599.6359]"
960,"[26, 66, 66, 61, 16]","[0.5314000000003034, 0.058399999999892316, 0.18249999999989086, 0.40950000000020736, 0.2104999999996835]","[2599.9516, 2600.483, 2600.5414, 2600.7239, 2601.1334]"
961,"[63, 33, 37]","[0.25840000000016516, 0.09439999999995052, 0.19639999999981228]","[2601.3622, 2601.6206, 2601.715]"
962,"[21, 16, 63, 37, 72]","[0.6536000000000968, 0.20630000000028303, 0.2743999999997868, 0.2114000000001397, 1.2754000000004453]","[2604.2479999999996, 2604.9015999999997, 2605.1079, 2605.3822999999998, 2605.5937]"
963,[21],[0.2521999999999025],[2606.8691000000003]
964,"[16, 63, 37, 72]","[0.20029999999997017, 0.21289999999999054, 0.2507999999997992, 1.4386999999996988]","[2607.1411000000003, 2607.3414000000002, 2607.5543000000002, 2607.8051]"
965,"[21, 16, 63, 37, 72]","[0.25270000000000437, 0.26470000000017535, 0.2343999999998232, 0.21590000000014697, 1.3596000000002277]","[2609.2437999999997, 2609.4964999999997, 2609.7612, 2609.9955999999997, 2610.2115]"
966,"[21, 16, 63, 37, 72]","[0.29739999999992506, 0.20180000000027576, 0.22800000000006548, 0.23479999999972279, 1.2492999999999483]","[2611.5711, 2611.8685, 2612.0703000000003, 2612.2983000000004, 2612.5331]"
967,[26],[0.5137999999997191],[2613.7824]
968,"[63, 32]","[0.20529999999962456, 0.6217000000001462]","[2614.3249, 2614.5301999999997]"
969,"[26, 66, 61, 16, 63, 37, 72]","[0.6433999999999287, 0.09470000000010259, 0.4861000000000786, 0.2460000000000946, 0.2339999999999236, 0.21739999999999782, 1.1516999999998916]","[2615.1519, 2615.7952999999998, 2615.89, 2616.3761, 2616.6221, 2616.8561, 2617.0735]"
970,[21],[0.2579000000000633],[2618.2252]
971,"[16, 63, 37, 72]","[0.2790000000004511, 0.19969999999966603, 0.22499999999990905, 1.2858000000001084]","[2618.5089999999996, 2618.788, 2618.9876999999997, 2619.2126999999996]"
972,"[21, 11, 16, 63, 33, 37, 72]","[0.24080000000003565, 0.11480000000028667, 0.26319999999986976, 0.2494000000001506, 0.08899999999994179, 0.2201999999997497, 1.0665000000003602]","[2620.4984999999997, 2620.7392999999997, 2620.8541, 2621.1173, 2621.3667, 2621.4557, 2621.6758999999997]"
973,"[21, 13, 31, 16, 63, 37]","[0.28609999999980573, 0.4671000000003005, 0.6485999999999876, 0.2005999999996675, 0.23469999999997526, 0.22890000000006694]","[2622.7424, 2623.0285, 2623.4956, 2624.1442, 2624.3448, 2624.5795]"
974,[32],[0.29650000000037835],[2629.7747]
975,"[21, 12]","[0.2618000000002212, 0.21529999999984284]","[2630.0715, 2630.3333000000002]"
976,[22],[0.6460999999999331],[2630.5486]
977,"[21, 16, 63, 37]","[0.3646000000003369, 0.28729999999995925, 0.2642000000000735, 0.23119999999971697]","[2631.1947, 2631.5593000000003, 2631.8466000000003, 2632.1108000000004]"
978,"[21, 16, 63, 37, 72]","[0.2830000000003565, 0.2199000000000524, 0.27569999999968786, 0.22679999999991196, 1.0864000000001397]","[2635.0762999999997, 2635.3593, 2635.5792, 2635.8549, 2636.0816999999997]"
979,"[21, 16, 63, 37, 72]","[0.239100000000235, 0.25309999999990396, 0.2195000000001528, 0.22179999999980282, 1.2959999999998217]","[2637.1681, 2637.4072, 2637.6603, 2637.8798, 2638.1016]"
980,"[21, 16, 63, 37, 72]","[0.24769999999989523, 0.32920000000012806, 0.19479999999975917, 0.3161000000000058, 1.4596000000001368]","[2639.3976, 2639.6452999999997, 2639.9745, 2640.1692999999996, 2640.4853999999996]"
981,"[21, 16, 63, 37, 72]","[0.3322000000002845, 0.23209999999971842, 0.1975999999999658, 0.22710000000006403, 1.1297000000004118]","[2641.9449999999997, 2642.2772, 2642.5092999999997, 2642.7068999999997, 2642.9339999999997]"
982,"[21, 16, 63, 37, 72]","[0.2923999999998159, 0.23529999999982465, 0.18560000000024957, 0.2498000000000502, 1.2551999999996042]","[2644.0637, 2644.3561, 2644.5914, 2644.777, 2645.0268]"
983,"[21, 16, 63, 37, 72]","[0.26230000000032305, 0.22620000000006257, 0.21369999999978972, 0.21059999999988577, 1.2142000000003463]","[2646.2819999999997, 2646.5443, 2646.7705, 2646.9842, 2647.1947999999998]"
984,"[26, 61, 16, 63, 37, 72]","[0.5403999999998632, 0.5932999999999993, 0.2636000000002241, 0.24149999999963256, 0.1932000000001608, 1.3404999999997926]","[2648.409, 2648.9494, 2649.5427, 2649.8063, 2650.0478, 2650.241]"
985,"[21, 16, 63, 37, 72]","[0.3022000000000844, 0.23299999999971988, 0.27060000000028595, 0.20870000000013533, 1.1066999999998188]","[2651.5815, 2651.8837, 2652.1166999999996, 2652.3873, 2652.596]"
986,"[21, 16, 66, 63, 37, 72]","[0.26270000000022264, 0.2601999999997133, 0.16260000000011132, 0.3106999999999971, 0.2496000000001004, 1.2581999999997606]","[2653.7027, 2653.9654, 2654.2255999999998, 2654.3882, 2654.6989, 2654.9485]"
987,"[21, 16, 63, 37, 72]","[0.27129999999988286, 0.29510000000027503, 0.23589999999967404, 0.21220000000039363, 1.2070000000003347]","[2656.2066999999997, 2656.4779999999996, 2656.7731, 2657.0089999999996, 2657.2212]"
988,"[21, 16, 63, 37, 72]","[0.259900000000016, 0.26499999999987267, 0.23979999999983193, 0.3850000000002183, 1.2282999999997628]","[2658.4282000000003, 2658.6881000000003, 2658.9531, 2659.1929, 2659.5779]"
989,"[21, 16, 63, 37, 72]","[0.29340000000001965, 0.24470000000019354, 0.2644000000000233, 0.2256999999999607, 1.9451999999996588]","[2660.8062, 2661.0996, 2661.3443, 2661.6087, 2661.8344]"
990,"[21, 16, 63, 37, 72]","[0.3069000000000415, 0.2195000000001528, 0.25309999999990396, 0.20080000000007203, 1.0697999999997592]","[2663.7796, 2664.0865, 2664.306, 2664.5591, 2664.7599]"
991,"[21, 13, 37, 72]","[0.8769999999999527, 0.4817000000002736, 0.26299999999991996, 0.26569999999992433]","[2665.8297, 2666.7066999999997, 2667.1884, 2667.4514]"
992,"[21, 16, 63, 37, 72]","[0.3281000000001768, 0.2518000000000029, 0.23149999999986903, 0.4157999999997628, 1.3127000000004045]","[2667.7171, 2668.0452, 2668.297, 2668.5285, 2668.9442999999997]"
993,"[21, 16, 63, 37, 72]","[0.2869999999998072, 0.2541999999998552, 0.21600000000034925, 0.22010000000000218, 1.365099999999984]","[2670.257, 2670.544, 2670.7981999999997, 2671.0142, 2671.2343]"
994,"[21, 16, 63, 37, 72]","[0.2847999999999047, 0.23489999999992506, 0.21889999999984866, 0.209400000000187, 1.0640000000003056]","[2672.5994, 2672.8842, 2673.1191, 2673.3379999999997, 2673.5474]"
995,"[21, 16, 63, 37, 72]","[0.30789999999979045, 0.25640000000021246, 0.2260999999998603, 0.2056999999999789, 1.1852999999996428]","[2674.6114000000002, 2674.9193, 2675.1757000000002, 2675.4018, 2675.6075]"
996,"[26, 61, 16, 63, 33, 37, 72]","[0.5380000000000109, 0.5817000000001826, 0.2114000000001397, 0.2568999999998596, 0.10890000000017608, 0.19049999999970169, 0.9572000000002845]","[2676.7927999999997, 2677.3307999999997, 2677.9125, 2678.1239, 2678.3808, 2678.4897, 2678.6802]"
997,[21],[0.2907000000000153],[2679.6374]
998,[12],[0.5542000000000371],[2724.3457]
999,"[43, 33, 32]","[0.44430000000011205, 0.09310000000004948, 0.3373999999998887]","[2748.3624999999997, 2748.8068, 2748.8999]"
1000,"[21, 16, 66, 63, 37, 72]","[0.37469999999984793, 0.4105000000004111, 0.08739999999988868, 0.2741000000000895, 0.34799999999995634, 1.5465999999996711]","[2749.2373, 2749.6119999999996, 2750.0225, 2750.1099, 2750.384, 2750.732]"
1001,[22],[0.06359999999995125],[2752.2785999999996]
1002,"[21, 16, 63, 37, 72]","[0.2472000000002481, 0.42279999999982465, 0.2578000000003158, 0.30150000000003274, 1.178899999999885]","[2752.3421999999996, 2752.5894, 2753.0121999999997, 2753.27, 2753.5715]"
1003,"[21, 16, 63, 37, 72]","[0.33159999999998035, 0.28490000000010696, 0.2726999999999862, 0.3431000000000495, 1.4908999999997832]","[2754.7504, 2755.082, 2755.3669, 2755.6396, 2755.9827]"
1004,"[21, 16, 63, 37, 72]","[0.3007999999999811, 0.42669999999998254, 0.20650000000023283, 0.23729999999977736, 1.3100000000004002]","[2757.4736, 2757.7744, 2758.2010999999998, 2758.4076, 2758.6449]"
1005,"[21, 16, 63, 37, 72]","[0.3006000000000313, 0.2807999999999993, 0.20379999999977372, 0.24130000000013752, 1.4269999999996799]","[2759.9549, 2760.2555, 2760.5363, 2760.7401, 2760.9814]"
1006,[26],[0.6894000000002052],[2762.4084]
1007,[62],[0.6023999999997613],[2763.1405]
1008,"[21, 12]","[0.5088000000000648, 0.21620000000029904]","[2763.7428999999997, 2764.2517]"
1009,"[23, 37, 72]","[0.41030000000000655, 0.2704999999996289, 0.472700000000259]","[2764.4679, 2764.8782, 2765.1486999999997]"
1010,"[21, 13, 32]","[0.27559999999994034, 0.5279000000000451, 0.6820999999999913]","[2765.6214, 2765.897, 2766.4249]"
1011,"[21, 16, 63, 37, 72]","[0.28650000000016007, 0.26539999999977226, 0.2667999999998756, 0.3042000000000371, 1.2291000000004715]","[2767.107, 2767.3935, 2767.6589, 2767.9257, 2768.2299]"
1012,"[21, 16, 63, 37, 72]","[0.3421999999995933, 0.4434000000001106, 0.2092000000002372, 0.22280000000000655, 1.6073999999998705]","[2769.4590000000003, 2769.8012, 2770.2446, 2770.4538000000002, 2770.6766000000002]"
1013,"[21, 16, 66, 63, 37, 72]","[0.2658000000001266, 0.2817000000000007, 0.10669999999981883, 0.21369999999978972, 0.22070000000030632, 1.296100000000024]","[2772.284, 2772.5498000000002, 2772.8315000000002, 2772.9382, 2773.1519, 2773.3726]"
1014,"[21, 16, 63, 37, 72]","[0.27759999999989304, 0.2747999999996864, 0.23940000000038708, 0.21059999999988577, 1.3934999999996762]","[2774.6687, 2774.9463, 2775.2210999999998, 2775.4605, 2775.6711]"
1015,"[21, 16, 63, 37, 72]","[0.33339999999998327, 0.2998999999999796, 0.19730000000026848, 0.228099999999813, 1.1439000000004853]","[2777.0645999999997, 2777.3979999999997, 2777.6978999999997, 2777.8952, 2778.1232999999997]"
1016,"[21, 16, 63, 37, 72]","[0.2743999999997868, 0.23370000000022628, 0.20159999999987122, 0.25759999999991123, 1.4714999999996508]","[2779.2672000000002, 2779.5416, 2779.7753000000002, 2779.9769, 2780.2345]"
1017,"[21, 16, 63, 37, 72]","[0.3648000000002867, 0.31950000000006185, 0.22109999999975116, 0.22319999999990614, 1.4227000000000771]","[2781.7059999999997, 2782.0708, 2782.3903, 2782.6114, 2782.8345999999997]"
1018,"[26, 61, 16, 63, 37, 72]","[0.5764000000003762, 0.49919999999974607, 0.2498000000000502, 0.22229999999990468, 0.23669999999992797, 1.1672000000003209]","[2784.2572999999998, 2784.8337, 2785.3329, 2785.5827, 2785.805, 2786.0416999999998]"
1019,"[26, 63, 32]","[0.49919999999974607, 0.22790000000031796, 0.5171000000000276]","[2787.2089, 2787.7081, 2787.936]"
1020,"[21, 16, 63, 37, 72]","[0.33599999999978536, 0.23620000000028085, 0.20149999999966894, 0.22640000000001237, 1.1928000000002612]","[2788.4531, 2788.7891, 2789.0253000000002, 2789.2268, 2789.4532]"
1021,"[21, 16, 67, 71, 16, 61, 16, 61, 16, 61, 16, 63, 32]","[0.28960000000006403, 0.21099999999978536, 0.7489000000000487, 0.6478000000001884, 0.20739999999977954, 0.6475000000000364, 0.23939999999993233, 0.6689000000001215, 0.37940000000025975, 0.9764000000000124, 0.4337999999997919, 0.7678999999998268, 0.811500000000251]","[2790.646, 2790.9356000000002, 2791.1466, 2791.8955, 2792.5433000000003, 2792.7507, 2793.3982, 2793.6376, 2794.3065, 2794.6859000000004, 2795.6623000000004, 2796.0961, 2796.864]"
1022,"[27, 72]","[0.4157999999997628, 1.9750999999996566]","[2797.6755000000003, 2798.0913]"
1023,"[21, 11, 11, 15, 56, 66, 63, 37, 72]","[0.219300000000203, 0.26470000000017535, 0.5859000000000378, 1.3834999999999127, 0.4180999999998676, 0.08969999999999345, 0.3623999999999796, 0.22890000000006694, 1.2679000000002816]","[2800.0665999999997, 2800.2859, 2800.5506, 2801.1365, 2802.52, 2802.9381, 2803.0278, 2803.3902, 2803.6191]"
1024,"[21, 16, 63, 37, 72]","[0.4490000000000691, 0.3573999999998705, 0.29140000000006694, 0.21709999999984575, 1.1527999999998428]","[2804.887, 2805.3360000000002, 2805.6934, 2805.9848, 2806.2019]"
1025,"[21, 16, 63, 37, 72]","[0.26670000000012806, 0.2298000000000684, 0.21299999999973807, 0.2195000000001528, 0.9751000000001113]","[2807.3547, 2807.6214, 2807.8512, 2808.0642, 2808.2837]"
1026,"[21, 16, 63, 37, 72]","[0.27559999999994034, 0.20250000000032742, 0.24710000000004584, 0.22089999999980137, 1.3435999999996966]","[2809.2588, 2809.5344, 2809.7369000000003, 2809.9840000000004, 2810.2049]"
1027,"[21, 16, 63, 37, 72]","[0.3322000000002845, 0.20329999999967185, 0.25040000000035434, 0.20619999999962602, 1.1544000000003507]","[2811.5485, 2811.8807, 2812.084, 2812.3344, 2812.5406]"
1028,"[21, 16, 63, 37, 72]","[0.29189999999971405, 0.22140000000035798, 0.2154000000000451, 0.2003999999997177, 1.2467999999998938]","[2813.695, 2813.9869, 2814.2083000000002, 2814.4237000000003, 2814.6241]"
1029,"[21, 16, 63, 37, 72]","[0.27880000000004657, 0.20929999999998472, 0.21450000000004366, 0.2319999999999709, 1.1986000000001695]","[2815.8709, 2816.1497, 2816.359, 2816.5735, 2816.8055]"
1030,"[21, 16, 63, 37, 72]","[0.282799999999952, 0.26860000000033324, 0.24359999999978754, 0.41420000000016444, 1.0862999999999374]","[2818.0041, 2818.2869, 2818.5555000000004, 2818.7991, 2819.2133000000003]"
1031,"[21, 16, 63, 37, 72]","[0.27749999999969077, 0.24180000000023938, 0.22199999999975262, 0.2195000000001528, 1.1749999999997272]","[2820.2996000000003, 2820.5771, 2820.8189, 2821.0409, 2821.2604]"
1032,"[21, 16, 63, 37, 72]","[0.27240000000028886, 0.2369999999996253, 0.20690000000013242, 0.21329999999989013, 1.0551000000004933]","[2822.4354, 2822.7078, 2822.9447999999998, 2823.1517, 2823.365]"
1033,"[21, 16, 63, 37, 72]","[0.26279999999997017, 0.25709999999980937, 0.22460000000000946, 0.21529999999984284, 1.0526000000004387]","[2824.4201000000003, 2824.6829000000002, 2824.94, 2825.1646, 2825.3799]"
1034,"[21, 11, 16, 63, 37, 72]","[0.2782999999999447, 0.05089999999972861, 0.20080000000007203, 0.1993999999999687, 0.2211000000002059, 1.109599999999773]","[2826.4325000000003, 2826.7108000000003, 2826.7617, 2826.9625, 2827.1619, 2827.3830000000003]"
1035,"[21, 13, 32]","[0.7557000000001608, 0.43820000000005166, 0.5203999999998814]","[2828.4926, 2829.2483, 2829.6865000000003]"
1036,"[21, 16, 63, 37, 72]","[0.2719999999999345, 0.26510000000007494, 0.2521999999999025, 0.30749999999989086, 0.9952000000002954]","[2830.2069, 2830.4789, 2830.744, 2830.9962, 2831.3037]"
1037,"[21, 16, 63, 37]","[0.29140000000006694, 0.2984999999998763, 0.22890000000006694, 0.2381000000000313]","[2832.2989000000002, 2832.5903000000003, 2832.8888, 2833.1177000000002]"
1038,"[37, 72]","[0.8562999999999192, 0.9721999999997024]","[2865.8023000000003, 2866.6586]"
1039,[21],[0.4574999999999818],[2867.6311]
1040,[62],[0.18429999999989377],[2875.57]
1041,"[23, 37]","[0.23820000000023356, 0.3029999999998836]","[2875.7543, 2875.9925000000003]"
1042,"[31, 11, 16, 62]","[1.1648000000000138, 0.6298999999999069, 0.7809000000002015, 0.731499999999869]","[2885.853, 2887.0178, 2887.6477, 2888.4286]"
1043,"[21, 16, 63, 37]","[0.6905000000001564, 0.25389999999970314, 0.26270000000022264, 0.2626999999997679]","[2889.1601, 2889.8506, 2890.1045, 2890.3672]"
1044,[62],[0.5366999999996551],[2904.6045000000004]
1045,"[21, 16, 63, 37, 72]","[0.6512000000002445, 0.2665999999999258, 0.290599999999813, 0.27100000000018554, 1.4901999999997315]","[2905.1412, 2905.7924000000003, 2906.059, 2906.3496, 2906.6206]"
1046,"[21, 16, 63, 37, 76, 62]","[0.40020000000004075, 0.28510000000005675, 0.26119999999991705, 0.2519000000002052, 1.3909999999996217, 0.55370000000039]","[2908.1108, 2908.511, 2908.7961, 2909.0573, 2909.3092, 2910.7001999999998]"
1047,"[21, 16, 63, 37, 72]","[0.24739999999974316, 0.34900000000016007, 0.29009999999971114, 0.21590000000014697, 1.7035000000000764]","[2911.2539, 2911.5013, 2911.8503, 2912.1403999999998, 2912.3563]"
1048,"[21, 16, 63, 37, 72]","[0.375, 0.25010000000020227, 0.22550000000001091, 0.26299999999991996, 1.5778999999997723]","[2914.0598, 2914.4348, 2914.6849, 2914.9104, 2915.1734]"
1049,"[21, 16, 63, 37, 72]","[0.4218999999998232, 0.235700000000179, 0.23880000000008295, 0.23880000000008295, 1.4976999999998952]","[2916.7513, 2917.1731999999997, 2917.4089, 2917.6477, 2917.8865]"
1050,"[21, 16, 63, 37, 72]","[0.422099999999773, 0.20540000000028158, 0.22499999999990905, 0.30189999999993233, 1.568300000000363]","[2919.3844, 2919.8064999999997, 2920.0119, 2920.2369, 2920.5388]"
1051,"[21, 16, 63, 37, 72]","[0.33989999999994325, 0.26319999999986976, 0.2553000000002612, 0.2503999999998996, 1.5711999999998625]","[2922.1071, 2922.447, 2922.7102, 2922.9655000000002, 2923.2159]"
1052,"[21, 16, 63, 37, 72]","[0.3647999999998319, 0.24510000000009313, 0.24479999999994106, 0.21860000000015134, 1.50649999999996]","[2924.7871, 2925.1519, 2925.397, 2925.6418, 2925.8604]"
1053,"[21, 16, 63, 37, 72]","[0.35059999999975844, 0.28450000000020736, 0.24019999999973152, 0.23210000000017317, 1.3290000000001783]","[2927.3669, 2927.7174999999997, 2928.002, 2928.2421999999997, 2928.4743]"
1054,"[21, 16, 63, 37]","[0.694300000000112, 0.31260000000020227, 0.22709999999960928, 0.24210000000039145]","[2929.8035, 2930.4978, 2930.8104000000003, 2931.0375]"
1055,[32],[0.3007999999999811],[2940.2118]
1056,"[21, 16, 63, 37]","[0.28119999999989886, 0.977100000000064, 0.3389999999999418, 0.22860000000036962]","[2940.5126, 2940.7938, 2941.7709, 2942.1099]"
1057,"[21, 16, 63, 37]","[1.9960000000000946, 0.4205000000001746, 0.3611999999998261, 0.2620999999999185]","[2985.7776, 2987.7736, 2988.1941, 2988.5553]"
1058,"[26, 66, 61, 16, 63, 33, 37, 72]","[0.6399000000001251, 0.6183000000000902, 0.6680999999998676, 0.33849999999983993, 0.2501999999999498, 0.11340000000018335, 0.21920000000000073, 1.6377999999999702]","[2995.7278, 2996.3677000000002, 2996.9860000000003, 2997.6541, 2997.9926, 2998.2428, 2998.3562, 2998.5754]"
